18-16-001251,Solar,240,3.99,2018-07-02,84.51,,23814.68,CA,737,,Sunfinity,Carval,1-7.18
18-03-000820,Solar,240,3.99,2018-07-05,84.51,,8533.13,PA,738,,Vivint,Carval,1-7.18
18-04-001603,Solar,240,3.99,2018-07-06,84.51,,8364.42,NM,738,,ErusEnergy,Carval,1-7.18
18-13-000900,Solar,240,4.99,2018-07-05,88.31,,35636.77,TX,738,,EncorSolar,Carval,1-7.18
18-14-000942,Solar,240,3.99,2018-07-02,84.51,,19831.24,MD,738,,Vivint,Carval,1-7.18
18-16-000719,Solar,240,3.99,2018-06-25,84.51,,69781.03,CO,739,,BlueRaven,Carval,1-7.18
18-04-000377,Solar,240,3.99,2018-07-03,84.51,,14347.54,CO,740,,CAMSolar,Carval,1-7.18
18-06-000866,Solar,240,3.99,2018-07-03,84.51,,21592.44,CO,740,,Ion,Carval,1-7.18
18-08-001245,Solar,240,3.99,2018-06-25,84.51,,27001.02,TX,740,,Sunfinity,Carval,1-7.18
18-16-001066,Solar,240,3.99,2018-06-06,84.51,,13893.5,CA,740,,Solcius,Carval,1-7.18
18-03-001045,Solar,240,3.99,2018-06-22,84.51,,29580.14,NV,741,,FreedomForever,Carval,1-7.18
18-03-001122,Solar,240,3.99,2018-06-22,84.51,,22849.71,CA,741,,Sunfinity,Carval,1-7.18
18-05-000347,Solar,120,3.99,2018-06-13,88.42,,22531.46,CA,741,,SunRun,Carval,1-7.18
18-07-001628,Solar,240,3.99,2018-07-05,84.51,,14171.09,CO,741,,TotalSolar,Carval,1-7.18
18-08-001130,Solar,240,4.99,2018-07-05,88.31,,18158.19,NV,741,,Ion,Carval,1-7.18
18-13-000833,Solar,240,3.99,2018-06-25,84.51,,31371.49,ID,741,,BlueRaven,Carval,1-7.18
18-08-001534,Solar,240,5.99,2018-07-03,92.25,,36722.33,MO,742,,EnvirosolarPower,Carval,1-7.18
18-09-001272,Solar,240,3.99,2018-07-02,84.51,,32680.84,AZ,742,,FreedomForever,Carval,1-7.18
18-11-000492,Solar,240,4.99,2018-07-05,88.31,,12779.75,CO,742,,Ion,Carval,1-7.18
18-10-001235,Solar,240,3.99,2018-06-22,84.51,,14859.19,CA,743,,InfinityEnergy,Carval,1-7.18
18-11-000950,Solar,240,3.99,2018-07-05,84.51,,22673.75,MD,743,,Vivint,Carval,1-7.18
18-04-000184,Solar,240,3.99,2018-07-05,84.51,,21190.61,NV,744,,BlueRaven,Carval,1-7.18
18-09-001199,Solar,120,3.99,2018-06-18,88.42,,18780.53,CA,744,,SunRun,Carval,1-7.18
18-12-001301,Solar,240,3.99,2018-07-02,84.51,,15987.6,TX,744,,CAMSolar,Carval,1-7.18
18-01-001542,Solar,240,4.99,2018-07-02,88.31,,17688.65,CA,746,,Solcius,Carval,1-7.18
18-03-000840,Solar,120,3.99,2018-06-14,88.42,,8213.71,NM,746,,SunRun,Carval,1-7.18
18-03-001303,Solar,240,3.99,2018-06-22,84.51,,32223.3,CA,746,,FreedomForever,Carval,1-7.18
18-04-000641,Solar,240,3.99,2018-07-06,84.51,,18530.89,NY,746,,Solcius,Carval,1-7.18
18-08-000242,Solar,240,4.99,2018-07-02,88.31,,15779.9,SC,746,,Solcius,Carval,1-7.18
18-12-001344,Solar,240,3.99,2018-07-03,84.51,,25978.68,NV,746,,QuickSystems,Carval,1-7.18
18-02-001185,Solar,240,3.99,2018-07-02,84.51,,37575.77,CA,747,,Solcius,Carval,1-7.18
18-03-000850,Solar+Storage,240,5.99,2018-06-04,92.25,,25753.04,CA,747,,SunRun,Carval,1-7.18
18-09-001474,Solar,240,3.99,2018-07-02,84.51,,30895.63,ID,747,,CRLighting,Carval,1-7.18
18-12-000931,Solar,240,3.99,2018-07-06,84.51,,35592.39,SC,747,,PalmettoSolar,Carval,1-7.18
18-15-000533,Solar,120,3.99,2018-06-27,88.42,,22344.99,CA,747,,SunRun,Carval,1-7.18
18-02-001105,Solar,240,3.99,2018-06-22,84.51,,16869.75,CA,748,,Solcius,Carval,1-7.18
18-05-000656,Solar,240,3.99,2018-07-03,84.51,,16025.82,NV,748,,ElevationSolar,Carval,1-7.18
18-16-000678,Solar,240,5.99,2018-05-25,92.25,,29034.11,CA,748,,SunRun,Carval,1-7.18
18-04-000685,Solar,240,3.99,2018-07-03,84.51,,26176.81,NV,749,,QuickSystems,Carval,1-7.18
18-06-001748,Solar,240,3.99,2018-07-03,84.51,,16450.9,CO,750,,TotalSolar,Carval,1-7.18
18-12-001110,Solar,240,3.99,2018-07-05,84.51,,17644.16,MD,750,,Vivint,Carval,1-7.18
18-14-001487,Solar,240,3.99,2018-06-25,84.51,,24920.89,AZ,750,,ArcadiaSolar,Carval,1-7.18
18-15-000687,Solar,240,3.99,2018-06-25,84.51,,17873.53,CO,750,,BlueRaven,Carval,1-7.18
18-05-000658,Solar,120,2.99,2018-07-02,85.68,,18053.32,TX,751,,Ion,Carval,1-7.18
18-09-000717,Solar,240,3.99,2018-06-05,84.51,,25241.87,NV,751,,ElevationSolar,Carval,1-7.18
18-07-000864,Solar+Storage,120,2.99,2018-06-28,85.68,,15194.76,CA,752,,Sunfinity,Carval,1-7.18
18-08-000399,Solar,240,5.99,2018-06-11,92.25,,21084.14,CA,752,,SunRun,Carval,1-7.18
18-08-001236,Solar,240,3.99,2018-06-22,84.51,,30222.06,TX,752,,WellsSolar,Carval,1-7.18
18-10-001152,Solar,240,3.99,2018-07-03,84.51,,35055.97,CA,752,,Solcius,Carval,1-7.18
18-06-000964,Solar,240,3.99,2018-06-22,84.51,,42165.89,MD,754,,Vivint,Carval,1-7.18
18-11-000728,Solar,240,3.99,2018-06-22,84.51,,15771.61,VA,754,,Vivint,Carval,1-7.18
18-12-000832,Solar,240,4.99,2018-07-05,88.31,,36841.12,TX,754,,Trismart,Carval,1-7.18
18-13-001151,Solar+Storage,120,3.99,2018-06-18,88.42,,23408.53,CA,754,,SunRun,Carval,1-7.18
18-14-001244,Solar,240,5.99,2018-06-25,92.25,,21480.4,CA,754,,SunRun,Carval,1-7.18
18-15-000945,Solar+Storage,120,3.99,2018-06-14,88.42,,29989.02,CA,754,,SunRun,Carval,1-7.18
18-16-000873,Solar,240,3.99,2018-07-02,84.51,,22840.18,NV,754,,ElevationSolar,Carval,1-7.18
18-01-000702,Solar,240,3.99,2018-06-22,84.51,,16991.85,SC,756,,BlueRaven,Carval,1-7.18
18-15-001464,Solar,240,3.99,2018-06-25,84.51,,17800.63,AZ,756,,ArcadiaSolar,Carval,1-7.18
18-05-001180,Solar,240,3.99,2018-07-06,84.51,,25291.33,NV,757,,Ion,Carval,1-7.18
18-06-001328,Solar,240,3.99,2018-07-05,84.51,,27127.4,NY,757,,Vivint,Carval,1-7.18
18-13-000721,Solar+Storage,240,3.99,2018-06-25,84.51,,20174.05,TX,757,,Sunfinity,Carval,1-7.18
18-13-001200,Solar,240,3.99,2018-07-02,84.51,,46896.46,ID,757,,BlueRaven,Carval,1-7.18
18-13-001327,Solar,240,3.99,2018-07-03,84.51,,32873.01,CA,757,,Complete,Carval,1-7.18
18-04-000627,Solar,120,3.99,2018-06-26,88.42,,18779.24,CA,758,,SunRun,Carval,1-7.18
18-07-000843,Solar,120,3.99,2018-06-26,88.42,,21573.72,CA,758,,SunRun,Carval,1-7.18
18-02-000836,Solar,240,3.99,2018-06-22,84.51,,28024.95,NV,759,,Solcius,Carval,1-7.18
18-03-000233,Solar,120,3.99,2018-07-02,88.42,,24805.43,CA,759,,SunRun,Carval,1-7.18
18-15-001101,Solar,240,3.99,2018-07-06,84.51,,22828.22,MD,759,,Vivint,Carval,1-7.18
18-04-001316,Solar,240,3.99,2018-06-22,84.51,,29679.36,AZ,760,,ArcadiaSolar,Carval,1-7.18
18-07-000769,Solar,240,3.99,2018-07-02,84.51,,14435.8,CO,760,,BlueRaven,Carval,1-7.18
18-15-001518,Solar,240,3.99,2018-07-05,84.51,,14003.15,CA,760,,Complete,Carval,1-7.18
18-02-000853,Solar,240,3.99,2018-06-25,84.51,,21191.23,TX,761,,Sunfinity,Carval,1-7.18
18-10-000839,Solar,240,4.99,2018-07-05,88.31,,13156.72,TX,761,,Trismart,Carval,1-7.18
18-12-001176,Solar,120,3.99,2018-06-22,88.42,,35047.4,CA,761,,SunRun,Carval,1-7.18
18-14-000654,Solar,240,3.99,2018-06-25,84.51,,32552.91,CO,761,,Ion,Carval,1-7.18
18-14-001718,Solar,240,4.99,2018-07-06,88.31,,22185.44,AZ,761,,Solcius,Carval,1-7.18
18-01-001170,Solar,240,3.99,2018-07-03,84.51,,21307.94,CA,762,,Solcius,Carval,1-7.18
18-07-001147,Solar,120,3.99,2018-06-18,88.42,,18948.69,CA,762,,SunRun,Carval,1-7.18
18-08-001208,Solar,120,3.99,2018-06-12,88.42,,20532.93,CA,762,,SunRun,Carval,1-7.18
18-09-001400,Solar,240,3.99,2018-07-05,84.51,,27674.26,TX,762,,Sunfinity,Carval,1-7.18
18-09-001414,Solar,240,3.99,2018-07-03,84.51,,9886.8,CA,762,,InfinityEnergy,Carval,1-7.18
18-11-000464,Solar,240,3.99,2018-06-22,84.51,,37323.06,FL,762,,Vivint,Carval,1-7.18
18-11-000902,Solar,240,3.99,2018-07-03,84.51,,17735.44,UT,763,,Solcius,Carval,1-7.18
18-15-001847,Solar,240,4.49,2018-07-05,86.4,,23804.59,CA,763,,WestCoastSolar,Carval,1-7.18
18-04-001250,Solar,240,4.99,2018-07-05,88.31,,16427.32,TX,764,,Trismart,Carval,1-7.18
18-09-001222,Solar,240,3.99,2018-07-05,84.51,,25676.43,OR,764,,BlueRaven,Carval,1-7.18
18-10-001017,Solar,240,5.99,2018-07-06,92.25,,25500.39,TX,764,,EnvirosolarPower,Carval,1-7.18
18-13-000890,Solar,240,3.99,2018-07-02,84.51,,19305.32,CO,764,,BlueRaven,Carval,1-7.18
18-01-000529,Solar,240,3.99,2018-07-06,84.51,,20433.67,NV,765,,BlueRaven,Carval,1-7.18
18-02-000762,Solar,240,3.99,2018-07-03,84.51,,16251.91,NV,766,,ArcadiaSolar,Carval,1-7.18
18-09-001446,Solar,240,3.99,2018-06-25,84.51,,25734.63,TX,766,,AltaraySolar,Carval,1-7.18
18-03-001000,Solar,240,4.99,2018-07-03,88.31,,11489.63,NM,767,,Vivint,Carval,1-7.18
18-07-000858,Solar,240,4.99,2018-07-05,88.31,,20591.67,AZ,767,,Solcius,Carval,1-7.18
18-10-000499,Solar,120,3.99,2018-05-29,88.42,,16543.46,CA,767,,SunRun,Carval,1-7.18
18-13-001362,Solar,240,5.99,2018-06-29,92.25,,36797.54,CA,767,,SunRun,Carval,1-7.18
18-14-001238,Solar,240,4.99,2018-07-05,88.31,,25046.16,AZ,767,,SolarTopps,Carval,1-7.18
18-16-001327,Solar,240,5.99,2018-06-18,92.25,,17508.77,CA,767,,SunRun,Carval,1-7.18
18-03-001477,Solar,120,2.99,2018-06-28,85.68,,11061.27,CO,768,,BlueRaven,Carval,1-7.18
18-04-000677,Solar,120,3.99,2018-06-22,88.42,,26686.54,CA,768,,SunRun,Carval,1-7.18
18-10-000977,Solar,240,3.99,2018-07-02,84.51,,42110.78,VA,768,,Vivint,Carval,1-7.18
18-15-000596,Solar,240,4.99,2018-07-02,88.31,,21119.26,AZ,768,,Solcius,Carval,1-7.18
18-04-000989,Solar,240,3.99,2018-06-25,84.51,,17142.01,TX,769,,SpeirInno,Carval,1-7.18
18-05-000756,Solar,120,3.99,2018-06-19,88.42,,19470.12,CA,769,,SunRun,Carval,1-7.18
18-06-001280,Solar,240,3.99,2018-06-22,84.51,,26711.42,CA,770,,JKSolar,Carval,1-7.18
18-11-000871,Solar,240,3.99,2018-07-06,84.51,,31016.58,AZ,770,,Solcius,Carval,1-7.18
18-16-001442,Solar,240,3.99,2018-07-03,84.51,,31801.86,CA,770,,InfinityEnergy,Carval,1-7.18
18-01-001326,Solar,240,3.99,2018-07-03,84.51,,12178.98,CO,771,,BlueRaven,Carval,1-7.18
18-07-001178,Solar,240,3.99,2018-06-22,84.51,,17171.63,CA,771,,InfinityEnergy,Carval,1-7.18
18-09-001026,Solar,240,3.99,2018-07-03,84.51,,38064.51,CA,771,,Complete,Carval,1-7.18
18-06-001014,Solar,240,3.99,2018-07-06,84.51,,35252.2,FL,772,,Vivint,Carval,1-7.18
18-11-001456,Solar,240,4.99,2018-07-06,88.31,,26542.9,CA,773,,Solcius,Carval,1-7.18
18-14-001700,Solar,240,5.99,2018-07-03,92.25,,14383.09,CA,773,,SunRun,Carval,1-7.18
18-04-001471,Solar,120,3.99,2018-06-22,88.42,,12467.25,CA,774,,SunRun,Carval,1-7.18
18-09-001373,Solar,240,3.99,2018-07-05,84.51,,16107.13,NV,774,,FreedomForever,Carval,1-7.18
18-16-001696,Solar,240,3.99,2018-07-03,84.51,,23819.43,UT,774,,TotalSolar,Carval,1-7.18
18-01-001358,Solar,240,5.99,2018-06-14,92.25,,20554.21,CA,775,,SunRun,Carval,1-7.18
18-03-001238,Solar,240,3.99,2018-06-25,84.51,,16803.79,CA,776,,InfinityEnergy,Carval,1-7.18
18-10-000712,Solar+Storage,120,3.99,2018-06-28,88.42,,18053.43,CA,776,,SunRun,Carval,1-7.18
18-01-001034,Solar,240,3.99,2018-06-25,84.51,,38863.87,CA,777,,Solcius,Carval,1-7.18
18-14-001037,Solar,240,3.99,2018-07-03,84.51,,29933.9,CA,777,,Solcius,Carval,1-7.18
18-14-001092,Solar+Storage,120,3.99,2018-06-25,88.42,,27207.6,CA,777,,SunRun,Carval,1-7.18
18-07-001108,Solar,240,3.99,2018-07-03,84.51,,13409.33,ID,778,,BlueRaven,Carval,1-7.18
18-05-000264,Solar,120,3.99,2018-06-22,88.42,,17277.6,CA,779,,SunRun,Carval,1-7.18
18-04-001527,Solar,120,3.99,2018-07-03,88.42,,15611.99,CA,780,,SunRun,Carval,1-7.18
18-06-001180,Solar,240,3.99,2018-07-06,84.51,,20801.87,TX,780,,SpeirInno,Carval,1-7.18
18-08-001330,Solar,240,3.99,2018-06-25,84.51,,20688.58,CA,780,,EnergyServicePartners,Carval,1-7.18
18-12-000823,Solar,240,3.99,2018-07-02,84.51,,17952.86,CA,780,,Solcius,Carval,1-7.18
18-14-001243,Solar,240,4.99,2018-07-05,88.31,,26632.89,TX,780,,Trismart,Carval,1-7.18
18-02-001148,Solar,240,3.99,2018-06-25,84.51,,27548.6,CA,782,,InfinityEnergy,Carval,1-7.18
18-05-001342,Solar,240,3.99,2018-07-03,84.51,,22015.83,CA,782,,Sunfinity,Carval,1-7.18
18-08-001334,Solar,240,3.99,2018-07-06,84.51,,24301,CA,782,,Solcius,Carval,1-7.18
18-14-001431,Solar,240,3.99,2018-07-05,84.51,,32037.34,UT,782,,TotalSolar,Carval,1-7.18
18-03-000927,Solar,240,5.99,2018-06-15,92.25,,22967.78,AZ,783,,SunRun,Carval,1-7.18
18-07-000655,Solar,240,3.99,2018-07-05,84.51,,51094.66,FL,783,,Vivint,Carval,1-7.18
18-08-001056,Solar,240,3.99,2018-07-03,84.51,,20537.82,CA,783,,Synergy,Carval,1-7.18
18-14-001199,Solar,120,3.99,2018-07-06,88.42,,12616.28,CA,783,,SunRun,Carval,1-7.18
18-14-001361,Solar,240,3.99,2018-07-05,84.51,,11438.46,CA,783,,Complete,Carval,1-7.18
18-01-001258,Solar,120,3.99,2018-07-02,88.42,,9967.2,NJ,784,,SunRun,Carval,1-7.18
18-01-001741,Solar,240,5.99,2018-07-03,92.25,,15143.61,CA,784,,SunRun,Carval,1-7.18
18-04-001158,Solar,240,3.99,2018-07-06,84.51,,36718.14,ID,784,,BlueRaven,Carval,1-7.18
18-01-001037,Solar,240,4.99,2018-07-06,88.31,,20482.28,TX,785,,Trismart,Carval,1-7.18
18-05-000900,Solar,240,3.99,2018-07-02,84.51,,33576.83,VA,785,,Vivint,Carval,1-7.18
18-10-001316,Solar,240,3.99,2018-07-03,84.51,,15255.27,CA,785,,Complete,Carval,1-7.18
18-02-000270,Solar,240,5.99,2018-06-04,92.25,,19625.05,CA,786,,SunRun,Carval,1-7.18
18-07-001032,Solar,240,4.99,2018-07-05,88.31,,20242.13,TX,786,,Trismart,Carval,1-7.18
18-13-000585,Solar+Storage,240,5.99,2018-06-05,92.25,,33238.96,CA,786,,SunRun,Carval,1-7.18
18-07-000122,Solar,120,3.99,2018-06-05,88.42,,26767.99,CA,787,,SunRun,Carval,1-7.18
18-07-000783,Solar,120,2.99,2018-06-28,85.68,,31149.26,NV,787,,ElevationSolar,Carval,1-7.18
18-05-001392,Solar,240,3.99,2018-07-05,84.51,,34041.93,CA,788,,Complete,Carval,1-7.18
18-09-000764,Solar,120,3.99,2018-06-14,88.42,,13947.19,CA,788,,SunRun,Carval,1-7.18
18-09-000976,Solar,240,3.99,2018-07-03,84.51,,20035.25,CO,789,,BlueRaven,Carval,1-7.18
18-13-000915,Solar,240,3.99,2018-07-06,84.51,,19298.6,MD,789,,Vivint,Carval,1-7.18
18-15-001220,Solar,240,3.99,2018-07-06,84.51,,19103.93,TX,789,,WellsSolar,Carval,1-7.18
18-16-000481,Solar,240,4.99,2018-07-06,88.31,,25027.3,MA,789,,CriusEnergy,Carval,1-7.18
18-02-001116,Solar,120,2.99,2018-07-02,85.68,,15480.64,NV,790,,FreedomForever,Carval,1-7.18
18-12-001592,Solar,240,3.99,2018-07-05,84.51,,25979.17,AZ,791,,ArcadiaSolar,Carval,1-7.18
18-16-000585,Solar,240,5.99,2018-07-02,92.25,,18245.31,CA,792,,SunRun,Carval,1-7.18
18-05-001644,Solar,120,3.99,2018-07-06,88.42,,73508.73,MA,793,,BrightPlanet,Carval,1-7.18
18-09-001216,Solar,240,3.99,2018-07-03,84.51,,14613.43,NV,793,,QuickSystems,Carval,1-7.18
18-09-001271,Solar,240,3.99,2018-06-25,84.51,,25156.53,ID,793,,BlueRaven,Carval,1-7.18
18-06-001382,Solar,240,4.99,2018-07-03,88.31,,52754.9,CA,794,,Velocity,Carval,1-7.18
18-12-001819,Solar,240,3.99,2018-07-06,84.51,,19467.89,TX,794,,AltaraySolar,Carval,1-7.18
18-15-001556,Solar,240,5.99,2018-07-03,92.25,,21849.91,CA,794,,SunRun,Carval,1-7.18
18-05-001285,Solar,120,3.99,2018-06-28,88.42,,28477.43,CA,795,,SunRun,Carval,1-7.18
18-08-001760,Solar,240,3.99,2018-07-02,84.51,,29344.17,CA,795,,SolarEnergyCollective,Carval,1-7.18
18-12-001308,Solar,240,3.99,2018-07-02,84.51,,27188.87,CA,796,,Solcius,Carval,1-7.18
18-04-000930,Solar,240,3.99,2018-06-22,84.51,,33919.27,UT,797,,Solcius,Carval,1-7.18
18-07-000909,Solar,120,3.99,2018-06-28,88.42,,24819.67,NJ,797,,SunRun,Carval,1-7.18
18-05-001139,Solar,240,3.99,2018-07-02,84.51,,18201,TX,798,,CAMSolar,Carval,1-7.18
18-15-001838,Solar,240,3.99,2018-07-06,84.51,,17344.19,AZ,798,,ArcadiaSolar,Carval,1-7.18
18-04-001377,Solar,120,3.99,2018-06-22,88.42,,10440.96,CA,799,,SunRun,Carval,1-7.18
18-06-000438,Solar,240,3.99,2018-07-06,84.51,,45255.23,TX,799,,Ion,Carval,1-7.18
18-07-001288,Solar,120,2.99,2018-06-25,85.68,,72508.64,NJ,799,,BrightPlanet,Carval,1-7.18
18-11-000821,Solar+Storage,120,3.99,2018-06-06,88.42,,22542,CA,799,,SunRun,Carval,1-7.18
18-16-001615,Solar,240,5.99,2018-07-03,92.25,,67262.92,TX,799,,EnvirosolarPower,Carval,1-7.18
18-03-001134,Solar+Storage,120,3.99,2018-06-19,88.42,,35410.25,CA,800,,SunRun,Carval,1-7.18
18-03-001589,Solar,240,3.99,2018-07-03,84.51,,19814.24,UT,800,,CRLighting,Carval,1-7.18
18-06-000519,Solar,240,3.99,2018-06-25,84.51,,44193.89,NC,800,,BlueRaven,Carval,1-7.18
18-06-001269,Solar,240,3.99,2018-07-05,84.51,,36646.75,TX,800,,SpeirInno,Carval,1-7.18
18-07-001485,Solar,240,3.99,2018-07-06,84.51,,11608.36,TX,800,,ErusEnergy,Carval,1-7.18
18-10-001198,Solar,240,3.99,2018-07-06,84.51,,19137.78,CA,800,,EnergyServicePartners,Carval,1-7.18
18-11-000420,Solar,240,5.99,2018-06-01,92.25,,31398.31,AZ,800,,SunRun,Carval,1-7.18
18-11-000962,Solar,240,4.99,2018-07-05,88.31,,19972.24,TX,800,,Trismart,Carval,1-7.18
18-04-001171,Solar,120,3.99,2018-07-06,88.42,,49113.26,TX,801,,EnvirosolarPower,Carval,1-7.18
18-06-000712,Solar,120,3.99,2018-05-25,88.42,,11941.11,CA,801,,SunRun,Carval,1-7.18
18-02-000782,Solar+Storage,120,3.99,2018-06-15,88.42,,28142.19,CA,802,,SunRun,Carval,1-7.18
18-03-001437,Solar,240,3.99,2018-07-03,84.51,,16157.92,UT,802,,TotalSolar,Carval,1-7.18
18-09-001167,Solar,120,3.99,2018-06-22,88.42,,22725.82,CA,802,,SunRun,Carval,1-7.18
18-14-001047,Solar,240,3.99,2018-06-25,84.51,,15409.41,NC,802,,BlueRaven,Carval,1-7.18
18-02-001495,Solar,240,3.99,2018-07-05,84.51,,24003.66,CA,803,,ArcadiaSolar,Carval,1-7.18
18-03-001273,Solar,240,4.99,2018-07-06,88.31,,8500.8,TX,803,,Trismart,Carval,1-7.18
18-14-001151,Solar,120,3.99,2018-07-03,88.42,,24718.93,CA,803,,SunRun,Carval,1-7.18
18-15-000824,Solar,240,3.99,2018-07-06,84.51,,18122.07,CO,803,,BlueRaven,Carval,1-7.18
18-16-000677,Solar,120,3.99,2018-06-28,88.42,,25682.05,CA,803,,SunRun,Carval,1-7.18
18-02-000927,Solar,240,3.99,2018-06-22,84.51,,28492.18,VA,804,,Vivint,Carval,1-7.18
18-04-000897,Solar,240,3.99,2018-06-18,84.51,,22725.06,ID,804,,BlueRaven,Carval,1-7.18
18-05-000748,Solar,120,2.99,2018-07-05,85.68,,15012.9,WI,804,,SunRun,Carval,1-7.18
18-06-000258,Solar,240,3.99,2018-07-02,84.51,,10303.06,OR,804,,BlueRaven,Carval,1-7.18
18-06-000635,Solar,240,3.99,2018-07-03,84.51,,13637.11,CO,804,,BlueRaven,Carval,1-7.18
18-12-000040,Solar,240,4.99,2018-07-02,88.31,,19377.83,CA,804,,Solcius,Carval,1-7.18
18-14-000111,Solar,240,5.99,2018-07-02,92.25,,23488.37,CA,804,,SunRun,Carval,1-7.18
18-16-001048,Solar,120,2.99,2018-06-29,85.68,,11737.97,TX,804,,Ion,Carval,1-7.18
18-08-001047,Solar,240,3.99,2018-07-03,84.51,,12574.43,CA,806,,SolarEnergyCollective,Carval,1-7.18
18-02-001042,Solar,240,3.99,2018-07-02,84.51,,11089.8,VA,807,,Vivint,Carval,1-7.18
18-15-001906,Solar,240,3.99,2018-07-02,84.51,,24305.26,AZ,807,,FreedomForever,Carval,1-7.18
18-13-000461,Solar+Storage,240,5.99,2018-05-15,92.25,,29294.24,CA,808,,SunRun,Carval,1-7.18
18-13-001136,Solar,240,3.99,2018-07-03,84.51,,15493.21,TX,808,,SpeirInno,Carval,1-7.18
18-14-000838,Solar,120,3.99,2018-06-04,88.42,,23782.8,AZ,808,,SunRun,Carval,1-7.18
18-10-000335,Solar,240,3.99,2018-07-06,84.51,,16205.74,NC,810,,BlueRaven,Carval,1-7.18
18-04-000714,Solar,120,3.99,2018-06-01,88.42,,18862.63,CA,811,,SunRun,Carval,1-7.18
18-04-000729,Solar,240,3.99,2018-07-05,84.51,,32016.17,AZ,811,,ArcadiaSolar,Carval,1-7.18
18-05-000758,Solar,240,5.99,2018-06-04,92.25,,18518.27,CA,811,,SunRun,Carval,1-7.18
18-05-000778,Solar,240,5.99,2018-06-11,92.25,,17243.21,CA,811,,SunRun,Carval,1-7.18
18-11-001034,Solar,120,3.99,2018-06-15,88.42,,14442.41,CA,811,,SunRun,Carval,1-7.18
18-13-001220,Solar,120,2.99,2018-06-26,85.68,,31297.6,CA,811,,InfinityEnergy,Carval,1-7.18
18-06-001077,Solar,240,3.99,2018-07-03,84.51,,32129.55,NV,812,,ElevationSolar,Carval,1-7.18
18-11-001276,Solar,240,3.99,2018-07-02,84.51,,12596.4,TX,812,,CAMSolar,Carval,1-7.18
18-03-000456,Solar,240,5.99,2018-06-14,92.25,,19658.35,CA,813,,SunRun,Carval,1-7.18
18-03-000998,Solar,240,3.99,2018-07-02,84.51,,23858.12,ID,813,,BlueRaven,Carval,1-7.18
18-09-000982,Solar,120,3.99,2018-06-19,88.42,,18773.61,CA,813,,SunRun,Carval,1-7.18
18-13-000228,Solar,120,3.99,2018-04-03,88.42,,29429.3,CA,813,,SunRun,Carval,1-7.18
18-13-000891,Solar,240,3.99,2018-07-03,84.51,,21427.33,NV,813,,ElevationSolar,Carval,1-7.18
18-14-001321,Solar+Storage,120,3.99,2018-07-03,88.42,,18438.53,CA,814,,SunRun,Carval,1-7.18
18-15-000503,Solar,240,3.99,2018-07-05,84.51,,20311.58,CO,814,,CAMSolar,Carval,1-7.18
18-06-000821,Solar+Storage,240,5.99,2018-06-11,92.25,,25614.21,CA,815,,SunRun,Carval,1-7.18
18-09-000792,Solar,240,3.99,2018-07-02,84.51,,20972.82,UT,815,,Vivint,Carval,1-7.18
18-01-001484,Solar,240,3.99,2018-07-02,84.51,,22018.71,CA,816,,Sunergy,Carval,1-7.18
18-11-000870,Solar,240,5.99,2018-06-01,92.25,,20467.05,NM,816,,SunRun,Carval,1-7.18
18-15-001452,Solar,240,3.99,2018-07-05,84.51,,27597.23,VA,816,,Vivint,Carval,1-7.18
18-07-000838,Solar,240,5.99,2018-07-02,92.25,,12956.8,CA,817,,SunRun,Carval,1-7.18
18-02-000934,Solar,240,3.99,2018-07-03,84.51,,15404.3,NV,818,,ElevationSolar,Carval,1-7.18
18-03-001144,Solar,240,3.99,2018-07-03,84.51,,9132.33,CO,818,,EmpireSolar,Carval,1-7.18
18-11-001174,Solar,240,4.99,2018-07-02,88.31,,16969.77,NV,818,,FreedomForever,Carval,1-7.18
18-11-001179,Solar,240,5.99,2018-06-20,92.25,,10882.22,CA,818,,SunRun,Carval,1-7.18
18-12-001328,Solar,120,3.99,2018-06-25,88.42,,13153.56,CA,818,,SunRun,Carval,1-7.18
18-12-001380,Solar,240,3.99,2018-06-22,84.51,,15492.63,UT,818,,Solcius,Carval,1-7.18
18-15-001449,Solar,240,3.99,2018-07-05,84.51,,15434.13,NV,818,,FreedomForever,Carval,1-7.18
18-01-001398,Solar,240,3.99,2018-07-02,84.51,,24648.25,SC,819,,BlueRaven,Carval,1-7.18
18-15-000865,Solar,120,3.99,2018-06-22,88.42,,18620.46,CA,819,,SunRun,Carval,1-7.18
18-01-001134,Solar,240,3.99,2018-07-03,84.51,,15207.86,NV,820,,BlueRaven,Carval,1-7.18
18-03-000950,Solar,240,3.99,2018-07-06,84.51,,22929.79,TX,820,,Sunfinity,Carval,1-7.18
18-04-001699,Solar,120,2.99,2018-06-25,85.68,,20737.85,TX,820,,Sunfinity,Carval,1-7.18
18-08-000652,Solar,120,2.99,2018-06-27,85.68,,24813.64,TX,820,,Ion,Carval,1-7.18
18-06-001285,Solar,240,3.99,2018-07-02,84.51,,15338.57,NV,821,,ElevationSolar,Carval,1-7.18
18-08-001374,Solar,240,3.99,2018-07-06,84.51,,22233.18,NC,821,,BlueRaven,Carval,1-7.18
18-12-001327,Solar,240,3.99,2018-07-02,84.51,,24779.52,NV,821,,FreedomForever,Carval,1-7.18
18-15-001267,Solar,240,5.99,2018-06-19,92.25,,16056.45,CA,821,,SunRun,Carval,1-7.18
18-03-001272,Solar,240,3.99,2018-07-06,84.51,,32701.2,MD,822,,Vivint,Carval,1-7.18
